name,review_count,categories,rating,transactions,address,zipcode,display_phone,price,latitude,longitude,borough
WarrenPeace,46,"Cocktail Bars, Mediterranean",4.7,[],"77 Warren St, New York, NY 10007",10007,(845) 592-5334,$$,40.715022,-74.010284,Manhattan
Ye's Apothecary 夜莺,797,"Szechuan, Speakeasies",4.6,[],"119 Orchard St, New York, NY 10002",10002,(929) 655-2515,$$,40.71945,-73.9898,Manhattan
Olio e Più,6172,"Pizza, Italian, Cocktail Bars",4.5,"['pickup', 'delivery']","3 Greenwich Ave, New York, NY 10014",10014,(212) 243-6546,$$,40.73406231935954,-73.99999980859876,Manhattan
Kalye- Broome,235,Filipino,4.6,"['delivery', 'pickup', 'restaurant_reservation']","251 Broome St, New York, NY 10002",10002,(646) 422-7267,$$,40.7179,-73.98999,Manhattan
London & Martin,45,"Gastropubs, Bars, Venues & Event Spaces",4.4,[],"6 Stone St, New York, NY 10004",10004,(646) 370-1330,,40.70396227151994,-74.01242195619244,Manhattan
Carne Mare,316,"Steakhouses, Italian, Seafood",4.4,['delivery'],"89 South St, Pier 17, New York, NY 10038",10038,(212) 280-4600,,40.70568649199326,-74.00218961453646,Manhattan
Capoeira Restaurant,31,"Brazilian, Portuguese, Empanadas",4.7,"['delivery', 'pickup']","24 Mercer St, Jersey City, NJ 07302",7302,(973) 536-4146,,40.7182156,-74.04330039999999,
Mikado,156,Sushi Bars,4.8,"['delivery', 'pickup']","164 Pearl St, New York, NY 10005",10005,(212) 871-7499,,40.70589172111019,-74.0074034,Manhattan
Fishmarket Restaurant,669,"Seafood, Dive Bars, Malaysian",4.3,['delivery'],"111 South St, New York, NY 10038",10038,(917) 363-8101,$$,40.70717,-74.00192,Manhattan
Golden Wuish The Duck House,196,"Asian Fusion, Dim Sum, Cocktail Bars",4.4,"['delivery', 'pickup']","6 Platt St, New York, NY 10038",10038,(212) 273-9296,$$$,40.707324,-74.006407,Manhattan
Mắm,130,Vietnamese,4.3,[],"70 Forsyth St, New York, NY 10002",10002,,,40.71704,-73.99338,Manhattan
Mezze on the River,221,"Seafood, Mediterranean",4.2,"['delivery', 'pickup']","375 S End Ave, New York, NY 10280",10280,(212) 432-1451,$$$,40.7112473,-74.0176642,Manhattan
Odd Sister,72,"Cocktail Bars, Diners, Coffee & Tea",4.3,"['delivery', 'pickup']","45 Mercer St, New York, NY 10013",10013,(212) 966-9288,,40.721695,-74.001446,Manhattan
Hometown Bar-B-Que,1728,"Barbeque, Smokehouse",4.0,"['delivery', 'pickup']","454 Van Brunt St, Brooklyn, NY 11231",11231,(347) 294-4644,$$,40.67486,-74.01602,Brooklyn
Raku,1067,"Japanese, Noodles",4.5,"['delivery', 'pickup']","48 Macdougal St, New York, NY 10012",10012,(212) 989-4797,$$,40.7272479,-74.00253944171621,Manhattan
ONDO Jersey City,239,Korean,4.4,[],"3 2nd St, Jersey City, NJ 07302",7302,(201) 721-6771,$$$,40.72084,-74.03199,
Red Hook Tavern,254,"American, Bars",4.1,"['delivery', 'pickup']","329 Van Brunt St, Brooklyn, NY 11231",11231,(917) 966-6094,$$$,40.67788,-74.01209,Brooklyn
Lindens,175,New American,4.7,"['delivery', 'pickup']","2 Renwick St, New York, NY 10013",10013,(929) 595-7706,,40.72418,-74.00837,Manhattan
The Cabin NYC,713,"New American, Cocktail Bars, Breakfast & Brunch",4.1,"['delivery', 'pickup', 'restaurant_reservation']","205 E 4th St, New York, NY 10009",10009,(212) 777-0454,$$,40.723991,-73.983785,Manhattan
The View at The Battery,53,"New American, Party & Event Planning, Wedding Planning",3.7,['delivery'],"1 Battery Park, New York, NY 10004",10004,(212) 809-5508,$$,40.701607646229405,-74.01494283212776,Manhattan
Artesano Peruvian Cuisine,163,"Peruvian, Bars",4.5,[],"90 Chambers St, New York, NY 10007",10007,(212) 372-0297,,40.714477664263505,-74.0074549,Manhattan
Rubirosa,3479,"Italian, Pizza",4.3,['pickup'],"235 Mulberry St, New York, NY 10012",10012,(212) 965-0500,$$,40.722766,-73.996233,Manhattan
Joe's Shanghai,7490,"Shanghainese, Seafood, Noodles",3.8,"['delivery', 'pickup']","46 Bowery St, New York, NY 10013",10013,(212) 233-8888,$$,40.7156608,-73.9967012,Manhattan
La Parisienne,1011,"Cafes, Breakfast & Brunch, Wine Bars",4.6,"['delivery', 'pickup']","9 Maiden Ln, New York, NY 10038",10038,(646) 756-4911,$$,40.70961,-74.0093799,Manhattan
Au Cheval,1122,"Burgers, New American, Cocktail Bars",4.3,[],"33 Cortlandt Aly, New York, NY 10013",10013,(646) 350-2429,$$$,40.71812171604106,-74.00196237391103,Manhattan
White Horse Tavern - Financial District,459,"Pubs, Burgers, Venues & Event Spaces",4.0,['pickup'],"25 Bridge St, New York, NY 10004",10004,(212) 668-9046,$$,40.70372,-74.01237,Manhattan
Regular NYC,33,"Breakfast & Brunch, Coffee & Tea, Bagels",5.0,[],"19 Rector St, New York, NY 10006",10006,(917) 261-2090,,40.70801,-74.013984,Manhattan
Hudson & Co,865,"Gastropubs, New American, Cocktail Bars",3.8,"['delivery', 'pickup']","3 2nd St, Jersey City, NJ 07302",7302,(201) 685-7330,$$$,40.720988,-74.031573,
La Marchande,63,"French, Brasseries",4.3,[],"88 Wall St, New York, NY 10005",10005,(212) 837-2089,$$$,40.70535,-74.00745,Manhattan
Los Tacos No. 1,526,Tacos,4.6,['delivery'],"136 Church St, New York, NY 10007",10007,,$$,40.714321479882344,-74.00872051248906,Manhattan
Da Claudio,674,"Italian, Cocktail Bars, Seafood",4.3,"['delivery', 'pickup', 'restaurant_reservation']","21 Ann St, New York, NY 10038",10038,(212) 285-2668,$$$,40.71087,-74.00753,Manhattan
Gran Via,15,"Tapas Bars, Spanish, Beer, Wine & Spirits",4.3,['delivery'],"57 Stone St, New York, NY 10004",10004,,,40.7044409554021,-74.01017556461801,Manhattan
Red Hook Lobster Pound,1372,Seafood,4.0,"['delivery', 'pickup']","284 Van Brunt St, Brooklyn, NY 11231",11231,(718) 858-7650,$$,40.6797687107191,-74.0103686973453,Brooklyn
Torrisi,293,Italian,4.5,[],"275 Mulberry St, New York, NY 10012",10012,(212) 254-3000,$$$$,40.72428598821748,-73.9954023,Manhattan
Hole In The Wall,842,"Breakfast & Brunch, Coffee & Tea, Australian",4.2,"['pickup', 'delivery']","15 Cliff St, New York, NY 10038",10038,(212) 602-9991,$$,40.708426,-74.005657,Manhattan
Brickyard Craft Kitchen and Bar,91,"Sports Bars, American, Beer Bar",4.4,"['delivery', 'pickup']","23 Park Pl, New York, NY 10007",10007,(646) 449-0826,,40.71333659013943,-74.008664,Manhattan
Fish Cheeks,1731,"Seafood, Thai, Live/Raw Food",4.4,"['pickup', 'delivery']","55 Bond St, New York, NY 10012",10012,(212) 677-2223,$$,40.7258,-73.9927,Manhattan
SOBOKU,113,Japanese,4.6,"['delivery', 'pickup']","276 Smith St, Brooklyn, NY 11231",11231,(917) 909-0328,,40.682529,-73.99346,Brooklyn
DOMODOMO Jersey City,783,"Japanese, Sushi Bars",4.3,['delivery'],"200 Greene St, Jersey City, NJ 07302",7302,(201) 267-0222,,40.720237887545395,-74.03427148430569,
Lil Chef Mama,180,Thai,4.5,"['delivery', 'pickup']","27 Cliff St, New York, NY 10038",10038,(646) 964-5555,$$,40.708453,-74.005321,Manhattan
NAYA,195,"Middle Eastern, Mediterranean",4.2,"['delivery', 'pickup']","1 New York Plz, New York, NY 10004",10004,(212) 760-8888,$,40.7021564536913,-74.01253591140323,Manhattan
FERNS,310,"Cocktail Bars, New American, Breakfast & Brunch",4.5,['delivery'],"166 1st Ave, New York, NY 10009",10009,(646) 998-5034,$$,40.72881612591204,-73.9840489193202,Manhattan
The Archer,369,"Cocktail Bars, Tapas/Small Plates",4.3,['delivery'],"176 Newark Ave, Jersey City, NJ 07302",7302,(201) 309-1090,$$,40.721315204191,-74.045283556493,
Clover Hill,55,New American,4.5,[],"20 Columbia Pl, Brooklyn, NY 11201",11201,(347) 457-6850,,40.69316,-73.99871,Brooklyn
Susukino Ramen,66,Ramen,4.7,"['delivery', 'pickup']","34 Water St, New York, NY 10004",10004,,,40.70335803825801,-74.0108512266325,Manhattan
Jane Doe,69,"Cocktail Bars, Italian, Asian Fusion",4.2,[],"333 Newark Ave, Jersey City, NJ 07302",7302,(201) 256-3181,,40.724784,-74.051569,
Malibu Farm,432,"New American, Venues & Event Spaces, Beer Bar",3.8,"['pickup', 'delivery']","89 South St, New York, NY 10038",10038,(212) 265-3030,$$,40.705644,-74.00188,Manhattan
Swoony's,46,"New American, Bars, Seafood",4.4,"['delivery', 'pickup']","215 Columbia St, Brooklyn, NY 11231",11231,,,40.68471810565555,-74.0026429,Brooklyn
Thai Diner,1015,Thai,4.2,['delivery'],"186 Mott St, New York, NY 10012",10012,(646) 559-4140,$$,40.72071042964739,-73.9956057,Manhattan
Manhatta,801,New American,4.4,[],"28 Liberty St, Fl 60, New York, NY 10005",10005,(212) 230-5788,$$$$,40.70800627689857,-74.00888226517013,Manhattan
Cedar Local,176,"Cocktail Bars, New American, Venues & Event Spaces",4.0,"['delivery', 'pickup', 'restaurant_reservation']","25 Cedar St, New York, NY 10005",10005,(212) 344-3467,$$,40.707047,-74.008054,Manhattan
Golden Wuish The Duck House,196,"Asian Fusion, Dim Sum, Cocktail Bars",4.4,"['delivery', 'pickup']","6 Platt St, New York, NY 10038",10038,(212) 273-9296,$$$,40.707324,-74.006407,Manhattan
Mezcali,161,"Tacos, Tapas/Small Plates, Cocktail Bars",4.0,[],"83 Maiden Ln, New York, NY 10038",10038,(917) 409-5881,$$,40.70745,-74.00748,Manhattan
Mikado,156,Sushi Bars,4.8,"['delivery', 'pickup']","164 Pearl St, New York, NY 10005",10005,(212) 871-7499,,40.70589172111019,-74.0074034,Manhattan
La Marchande,63,"French, Brasseries",4.3,[],"88 Wall St, New York, NY 10005",10005,(212) 837-2089,$$$,40.70535,-74.00745,Manhattan
Harry's,861,"Steakhouses, Cafes, Bars",4.1,"['delivery', 'pickup']","1 Hanover Sq, New York, NY 10004",10004,(212) 785-9200,$$$,40.704512,-74.009834,Manhattan
Farida Central Asian Cuisine & Grill - Downtown,108,"Uzbek, Halal, Ukrainian",4.4,"['delivery', 'pickup']","32 Cedar St, New York, NY 10005",10005,(646) 705-2261,,40.70712,-74.00845,Manhattan
Gran Via,15,"Tapas Bars, Spanish, Beer, Wine & Spirits",4.3,['delivery'],"57 Stone St, New York, NY 10004",10004,,,40.7044409554021,-74.01017556461801,Manhattan
Manhatta,801,New American,4.4,[],"28 Liberty St, Fl 60, New York, NY 10005",10005,(212) 230-5788,$$$$,40.70800627689857,-74.00888226517013,Manhattan
London & Martin,45,"Gastropubs, Bars, Venues & Event Spaces",4.4,[],"6 Stone St, New York, NY 10004",10004,(646) 370-1330,,40.70396227151994,-74.01242195619244,Manhattan
Felice 15 Gold,494,"Wine Bars, Tuscan",4.1,"['delivery', 'pickup']","15 Gold St, New York, NY 10038",10038,(212) 785-5950,$$$,40.70789,-74.00712,Manhattan
Westville,295,Mediterranean,4.0,"['delivery', 'pickup']","110 Wall St, New York, NY 10005",10005,(212) 741-4780,$$,40.7047772,-74.00642874102088,Manhattan
Goku Kitchen,52,"Asian Fusion, Japanese",4.5,"['delivery', 'pickup']","26 Cedar St, New York, NY 10005",10005,(646) 449-8289,,40.70697,-74.0082,Manhattan
Trinity Place,447,"Bars, New American, Irish",3.9,[],"115 Broadway, New York, NY 10006",10006,(212) 964-0939,$$,40.708865,-74.01117,Manhattan
Crown Shy,660,"New American, Cocktail Bars, Venues & Event Spaces",4.2,[],"70 Pine St, New York, NY 10005",10005,(212) 517-1932,$$$$,40.7063449,-74.0076944,Manhattan
La Parisienne,1011,"Cafes, Breakfast & Brunch, Wine Bars",4.6,"['delivery', 'pickup']","9 Maiden Ln, New York, NY 10038",10038,(646) 756-4911,$$,40.70961,-74.0093799,Manhattan
The Malt House,663,"Gastropubs, Pubs, Breakfast & Brunch",3.9,"['delivery', 'pickup']","9 Maiden Ln, New York, NY 10038",10038,(646) 682-7577,$$,40.709659,-74.009262,Manhattan
Broadstone Bar & Kitchen,383,"New American, Cocktail Bars, Sports Bars",3.9,"['delivery', 'pickup']","88 Broad St, New York, NY 10004",10004,(646) 707-0426,$$,40.70411,-74.01186,Manhattan
New York Best Halal Food,12,"Middle Eastern, Food Stands, Halal",4.8,"['delivery', 'pickup']","95 Wall St, New York, NY 10005",10005,(347) 825-5053,,40.70493,-74.00749,Manhattan
Adrienne's Pizzabar,1891,"Pizza, Italian, Beer Bar",3.9,"['delivery', 'pickup']","54 Stone St, New York, NY 10004",10004,(212) 248-3838,$$,40.70424819999999,-74.0101127,Manhattan
White Horse Tavern - Financial District,459,"Pubs, Burgers, Venues & Event Spaces",4.0,['pickup'],"25 Bridge St, New York, NY 10004",10004,(212) 668-9046,$$,40.70372,-74.01237,Manhattan
Yao,38,Cantonese,4.1,[],"213 Pearl St, New York, NY 10038",10038,,,40.70715,-74.00642,Manhattan
The Bedford Stone Street,1,"Venues & Event Spaces, Gastropubs",5.0,[],"55 Stone St, New York, NY 10004",10004,(646) 346-6366,,40.704469,-74.010354,Manhattan
Hole In The Wall,842,"Breakfast & Brunch, Coffee & Tea, Australian",4.2,"['delivery', 'pickup']","15 Cliff St, New York, NY 10038",10038,(212) 602-9991,$$,40.708426,-74.005657,Manhattan
Susukino Ramen,66,Ramen,4.7,"['delivery', 'pickup']","34 Water St, New York, NY 10004",10004,,,40.70335803825801,-74.0108512266325,Manhattan
Wall Street Grill,73,"Desserts, Bars, American",3.9,"['delivery', 'pickup']","128 Pearl St, New York, NY 10005",10005,(212) 635-5757,,40.70489359972938,-74.00867283419596,Manhattan
Toro Loco,510,"Cocktail Bars, Mexican, Breakfast & Brunch",4.0,"['delivery', 'pickup']","15 Stone St, New York, NY 10004",10004,(917) 262-0444,$$,40.70421,-74.01208,Manhattan
Lil Chef Mama,180,Thai,4.5,"['delivery', 'pickup']","27 Cliff St, New York, NY 10038",10038,(646) 964-5555,$$,40.708453,-74.005321,Manhattan
Hey Thai,217,"Thai, Diners, Asian Fusion",4.2,"['delivery', 'pickup']","127 John St, New York, NY 10038",10038,(646) 476-8084,$$,40.70736912933025,-74.00521581497618,Manhattan
Sky 55 Bar & Grill,33,"Bars, New American",4.3,[],"55 Water St, Fl 3, New York, NY 10041",10041,(646) 590-6556,$$,40.703234,-74.008687,
Caravan Uyghur Cuisine,87,"Kebab, Noodles, Chicken Shop",4.4,"['delivery', 'pickup']","60 Beaver St, New York, NY 10004",10004,(929) 318-8615,,40.705124266005406,-74.00960762053728,Manhattan
Selene,46,"Greek, Wine Bars, Cocktail Bars",4.2,"['delivery', 'pickup']","11 Hanover Sq, New York, NY 10005",10005,(212) 480-2670,,40.705011963062674,-74.00885699999999,Manhattan
Old Xi'an,302,Chinese,4.1,"['delivery', 'pickup']","164 Pearl St, New York, NY 10005",10005,(212) 797-5509,$$,40.70591,-74.00747,Manhattan
Conwell Coffee Hall,69,"Cafes, Coffee & Tea",4.5,[],"6 Hanover St, New York, NY 10005",10005,(646) 412-5747,,40.7054353,-74.00915270267981,Manhattan
Daisy Duke’s Honky Tonk,1,"Country Dance Halls, Comfort Food, Cocktail Bars",5.0,[],"47 Stone St, New York, NY 10004",10004,(917) 400-8148,,40.7044003373822,-74.01034566390679,Manhattan
Best Sicily Bottega,37,"Olive Oil, Sicilian",4.9,"['delivery', 'pickup']","85 Beaver St, New York, NY 10005",10005,(646) 908-9720,,40.705419987248106,-74.00863869999999,Manhattan
the last drop cafe,1,Seafood,5.0,[],"111 N Front St, New York, NY 10001",10001,,,40.704267,-74.00699999999999,Manhattan
3 Times,119,"Dim Sum, Shanghainese, Noodles",4.1,"['delivery', 'pickup']","38 Water St, New York, NY 10004",10004,(646) 895-9297,$$,40.70334357997384,-74.01061648559107,Manhattan
Industry Kitchen,1020,"American, Breakfast & Brunch, Cocktail Bars",3.7,"['delivery', 'pickup']","70 South St, New York, NY 10005",10005,(212) 487-9600,$$,40.7049434740873,-74.0048825740814,Manhattan
Kuu,873,"Ramen, Noodles, Soup",4.0,"['delivery', 'pickup']","20 John St, New York, NY 10038",10038,(212) 571-7177,$$,40.709738,-74.008966,Manhattan
Regular NYC,33,"Breakfast & Brunch, Coffee & Tea, Bagels",5.0,[],"19 Rector St, New York, NY 10006",10006,(917) 261-2090,,40.70801,-74.013984,Manhattan
O'Hara's Restaurant and Pub,656,"Irish Pub, Sports Bars, American",4.1,['delivery'],"120 Cedar St, Ste 4, New York, NY 10006",10006,(212) 267-3032,$$,40.7093473589949,-74.0122557367896,Manhattan
Xi’an Famous Foods,220,Chinese,4.2,['delivery'],"8 Liberty Pl, New York, NY 10038",10038,(212) 786-2068,$$,40.70919,-74.00934,Manhattan
Luke's Lobster FiDi,1284,"Seafood, Soup, Sandwiches",4.3,"['delivery', 'pickup']","26 S William St, New York, NY 10004",10004,(212) 747-1700,$$,40.7046213003984,-74.0107793876969,Manhattan
Nara Sushi,155,"Sushi Bars, Japanese",4.4,"['delivery', 'pickup']","76 Pearl St, New York, NY 10004",10004,(646) 720-0202,$$,40.70377,-74.01041,Manhattan
Carne Mare,316,"Steakhouses, Italian, Seafood",4.4,['delivery'],"89 South St, Pier 17, New York, NY 10038",10038,(212) 280-4600,,40.70568649199326,-74.00218961453646,Manhattan
Antica Ristorante,627,Italian,4.3,"['delivery', 'pickup']","8 Stone St, New York, NY 10004",10004,(212) 480-3880,$$$,40.7039355145338,-74.0121731758117,Manhattan
Dim Sum Palace,62,"Dim Sum, Cantonese, Seafood",4.0,"['delivery', 'pickup', 'restaurant_reservation']","123 William St, New York, NY 10038",10038,(212) 901-9760,$$,40.70933446702987,-74.00682738550027,Manhattan
Koreatgo,26,Korean,4.7,"['delivery', 'pickup']","225 Pearl St, New York, NY 10038",10038,(929) 494-0276,,40.707347499262056,-74.00589612883579,Manhattan
Joe's Pizza,638,Pizza,4.2,"['delivery', 'pickup']","124 Fulton St, New York, NY 10038",10038,(212) 267-0860,$,40.71009,-74.00768,Manhattan
O'Hara's Restaurant and Pub,656,"Irish Pub, Sports Bars, American",4.1,['delivery'],"120 Cedar St, Ste 4, New York, NY 10006",10006,(212) 267-3032,$$,40.7093473589949,-74.0122557367896,Manhattan
Trinity Place,447,"Bars, New American, Irish",3.9,[],"115 Broadway, New York, NY 10006",10006,(212) 964-0939,$$,40.708865,-74.01117,Manhattan
Regular NYC,33,"Breakfast & Brunch, Coffee & Tea, Bagels",5.0,[],"19 Rector St, New York, NY 10006",10006,(917) 261-2090,,40.70801,-74.013984,Manhattan
The Malt House,663,"Gastropubs, Pubs, Breakfast & Brunch",3.9,"['delivery', 'pickup']","9 Maiden Ln, New York, NY 10038",10038,(646) 682-7577,$$,40.709659,-74.009262,Manhattan
Mezze on the River,221,"Seafood, Mediterranean",4.2,"['delivery', 'pickup']","375 S End Ave, New York, NY 10280",10280,(212) 432-1451,$$$,40.7112473,-74.0176642,Manhattan
La Parisienne,1011,"Cafes, Breakfast & Brunch, Wine Bars",4.6,"['pickup', 'delivery']","9 Maiden Ln, New York, NY 10038",10038,(646) 756-4911,$$,40.70961,-74.0093799,Manhattan
Metropolis by Marcus Samuelsson,59,"American, Cocktail Bars",4.2,[],"251 Fulton St Located In Perelman, Perelman Performing Arts Center, New York, NY 10007",10007,(212) 266-3018,$$$,40.71239,-74.01243,Manhattan
Yeh’s Bao,21,"Food Delivery Services, Salad, Noodles",4.6,"['delivery', 'pickup']","38 Rector St, New York, NY 10006",10006,(917) 388-2801,,40.708411454439194,-74.0146604,Manhattan
Schilling Restaurant & Bar,224,"Austrian, Bars, New American",4.2,"['delivery', 'pickup']","109 Washington St, New York, NY 10006",10006,(212) 406-1200,$$,40.70876746027962,-74.01401660338927,Manhattan
Siena Pizza & Cannoli,169,"Pizza, Desserts",4.3,"['delivery', 'pickup']","14 Rector St, New York, NY 10006",10006,(212) 406-0918,$$,40.708152,-74.013864,Manhattan
Skinos,151,"Greek, Lounges, Mediterranean",3.7,['delivery'],"123 Washington St, New York, NY 10006",10006,(646) 720-0060,,40.7092191,-74.0137534,Manhattan
Bao Bao Cafe,271,"Noodles, Chinese",4.2,"['delivery', 'pickup']","106 Greenwich St, New York, NY 10006",10006,(917) 261-7122,$$,40.7085,-74.0134999,Manhattan
Eataly NYC Downtown,1381,"Grocery, Italian, Cafes",3.7,"['delivery', 'pickup']","101 Liberty St, Fl 3, New York, NY 10006",10006,(212) 897-2895,$$,40.710206,-74.011823,Manhattan
Treadwell Park,258,"Beer Bar, American, Tapas/Small Plates",4.0,"['delivery', 'pickup']","301 S End Ave, New York, NY 10280",10280,(212) 945-0528,$$,40.71031141285253,-74.01658239999999,Manhattan
Clinton Hall - FiDi,796,"Bars, Beer Gardens, American",3.7,"['delivery', 'pickup']","90 Washington St, New York, NY 10006",10006,(212) 363-6000,$$,40.708031,-74.01498,Manhattan
Manhatta,801,New American,4.4,[],"28 Liberty St, Fl 60, New York, NY 10005",10005,(212) 230-5788,$$$$,40.70800627689857,-74.00888226517013,Manhattan
Zaza Diner,141,"Seafood, Tacos, American",4.2,"['delivery', 'pickup']","104 Greenwich St, New York, NY 10006",10006,,$$,40.70834304035783,-74.01350267991972,Manhattan
Da Claudio,674,"Italian, Cocktail Bars, Seafood",4.3,"['delivery', 'restaurant_reservation', 'pickup']","21 Ann St, New York, NY 10038",10038,(212) 285-2668,$$$,40.71087,-74.00753,Manhattan
Kuu,873,"Ramen, Noodles, Soup",4.0,"['delivery', 'pickup']","20 John St, New York, NY 10038",10038,(212) 571-7177,$$,40.709738,-74.008966,Manhattan
Cedar Local,176,"Cocktail Bars, New American, Venues & Event Spaces",4.0,"['restaurant_reservation', 'pickup', 'delivery']","25 Cedar St, New York, NY 10005",10005,(212) 344-3467,$$,40.707047,-74.008054,Manhattan
Mughlai Indian Cuisine,80,Indian,4.4,"['delivery', 'pickup']","120 Cedar St, New York, NY 10006",10006,(646) 398-8985,,40.70953534633694,-74.01278923745791,Manhattan
